Time (HH:MM:SS) - Setpoint	Temperature (ºC) - Setpoint	Time (HH:MM:SS) - Sensor 1	Temperature (ºC) - Sensor 1	Time (HH:MM:SS) - Sensor 2	Temperature (ºC) - Sensor 2	Time (HH:MM:SS) - Power	          Power (%) - Power
14:10:14	-4	14:10:14	-14.92	14:10:14	-97.2	14:10:51	-10
14:10:15	-4	14:10:15	-14.53	14:10:15	-97.2	14:10:52	-10
14:10:16	-4	14:10:16	-14.02	14:10:16	-97.2	14:10:53	-10
14:10:17	-4	14:10:17	-13.61	14:10:17	-97.2	14:10:54	-10
14:10:18	-4	14:10:18	-13.18	14:10:18	-97.2	14:10:55	-10
14:10:19	-4	14:10:19	-12.79	14:10:19	-97.2	14:10:56	-10
14:10:20	-4	14:10:20	-12.38	14:10:20	-97.2	14:10:57	-10
14:10:21	-4	14:10:21	-12.02	14:10:21	-97.2	14:10:58	-10
14:10:22	-4	14:10:22	-11.54	14:10:22	-97.2	14:10:59	-10
14:10:23	-4	14:10:23	-11.19	14:10:23	-97.2	14:11:00	-10
14:10:24	-4	14:10:24	-10.8	14:10:24	-97.2	14:11:01	-10
14:10:25	-4	14:10:25	-10.33	14:10:25	-97.2	14:11:02	-10
14:10:26	-4	14:10:26	-9.97	14:10:26	-97.2	14:11:03	-10
14:10:27	-4	14:10:27	-9.57	14:10:27	-97.2	14:11:04	-10
14:10:28	-4	14:10:28	-9.16	14:10:28	-97.2	14:11:05	-10
14:10:29	-4	14:10:29	-8.78	14:10:29	-97.2	14:11:06	-10
14:10:30	-4	14:10:30	-8.43	14:10:30	-97.1	14:11:07	-10
14:10:31	-4	14:10:31	-8	14:10:31	-97.1	14:11:08	-10
14:10:32	-4	14:10:32	-7.5	14:10:32	-97.2	14:11:09	-10
14:10:33	-4	14:10:33	-7.12	14:10:33	-97.2	14:11:10	-10
14:10:34	-4	14:10:34	-6.74	14:10:34	-97.2	14:11:11	-10
14:10:35	-4	14:10:35	-6.41	14:10:35	-97.2	14:11:12	-10
14:10:37	-4	14:10:37	-5.96	14:10:37	-97.2	14:11:13	-10
14:10:38	-4	14:10:38	-5.64	14:10:38	-97.2	14:11:14	-10
14:10:39	-4	14:10:39	-5.29	14:10:39	-97.2	14:11:15	-10
14:10:40	-4	14:10:40	-4.9	14:10:40	-97.2	14:11:16	-10
14:10:41	-4	14:10:41	-4.61	14:10:41	-97.2	14:11:17	-10
14:10:42	-4	14:10:42	-4.31	14:10:42	-97.2	14:11:18	-10
14:10:43	-4	14:10:43	-3.94	14:10:43	-97.2	14:11:19	-10
14:10:44	-4	14:10:44	-3.7	14:10:44	-97.2	14:11:20	-10
14:10:45	-4	14:10:45	-3.52	14:10:45	-97.2	14:11:21	-10
14:10:46	-4	14:10:46	-3.19	14:10:46	-97.2	14:11:22	-10
14:10:47	-4	14:10:47	-3.01	14:10:47	-97.2	14:11:23	-10
14:10:48	-4	14:10:48	-2.83	14:10:48	-97.2	14:11:24	-10
14:10:49	-4	14:10:49	-2.68	14:10:49	-97.2	14:11:25	-10
14:10:50	-4	14:10:50	-2.55	14:10:50	-97.2	14:11:26	-10
14:10:51	-4	14:10:51	-2.42	14:10:51	-97.2	14:11:27	-10
14:10:52	-4	14:10:52	-2.34	14:10:52	-97.2	14:11:28	-10
14:10:53	-4	14:10:53	-2.24	14:10:53	-97.2	14:11:29	-10
14:10:54	-4	14:10:54	-2.18	14:10:54	-97.2	14:11:30	-10
14:10:55	-4	14:10:55	-2.12	14:10:55	-97.2	14:11:31	-10
14:10:56	-4	14:10:56	-2.08	14:10:56	-97.2	14:11:32	-10
14:10:57	-4	14:10:57	-2.05	14:10:57	-97.2	14:11:33	-10
14:10:58	-4	14:10:58	-2	14:10:58	-97.2	14:11:34	-10
14:10:59	-4	14:10:59	-1.98	14:10:59	-97.2	14:11:35	-10
14:11:00	-4	14:11:00	-1.95	14:11:00	-97.2	14:11:36	-10
14:11:01	-4	14:11:01	-1.93	14:11:01	-97.2	14:11:37	-10
14:11:02	-4	14:11:02	-1.91	14:11:02	-97.2	14:11:38	-10
14:11:03	-4	14:11:03	-1.89	14:11:03	-97.2	14:11:39	-10
14:11:04	-4	14:11:04	-1.88	14:11:04	-97.2	14:11:40	-10
14:11:05	-4	14:11:05	-1.87	14:11:05	-97.2	14:11:41	-10
14:11:06	-4	14:11:06	-1.86	14:11:06	-97.2	14:11:42	-10
14:11:07	-4	14:11:07	-1.84	14:11:07	-97.2	14:11:43	-10
14:11:08	-4	14:11:08	-1.83	14:11:08	-97.2	14:11:44	-10
14:11:09	-4	14:11:09	-1.82	14:11:09	-97.2	14:11:45	-10
14:11:10	-4	14:11:10	-1.81	14:11:10	-97.2	14:11:46	-10
14:11:11	-4	14:11:11	-1.8	14:11:11	-97.2	14:11:48	-10
14:11:12	-4	14:11:12	-1.79	14:11:12	-97.2	14:11:49	-10
14:11:13	-4	14:11:13	-1.78	14:11:13	-97.2	14:11:50	-10
14:11:14	-4	14:11:14	-1.77	14:11:14	-97.2	14:11:51	-10
14:11:15	-4	14:11:15	-1.77	14:11:15	-97.2	14:11:52	-10
14:11:16	-4	14:11:16	-1.75	14:11:16	-97.2	14:11:53	-10
14:11:17	-4	14:11:17	-1.75	14:11:17	-97.2	14:11:54	-10
14:11:18	-4	14:11:18	-1.73	14:11:18	-97.2	14:11:55	-10
14:11:19	-4	14:11:19	-1.72	14:11:19	-97.2	14:11:56	-10
14:11:20	-4	14:11:20	-1.71	14:11:20	-97.2	14:11:57	-10
14:11:21	-4	14:11:21	-1.7	14:11:21	-97.2	14:11:58	-10
14:11:22	-4	14:11:22	-1.69	14:11:22	-97.2	14:11:59	-10
14:11:23	-4	14:11:23	-1.68	14:11:23	-97.2	14:12:00	-10
14:11:24	-4	14:11:24	-1.67	14:11:24	-97.2	14:12:01	-10
14:11:25	-4	14:11:25	-1.66	14:11:25	-97.2	14:12:02	-10
14:11:26	-4	14:11:26	-1.65	14:11:26	-97.2	14:12:03	-10
14:11:27	-4	14:11:27	-1.64	14:11:27	-97.2	14:12:04	-10
14:11:28	-4	14:11:28	-1.63	14:11:28	-97.2	14:12:05	-10
14:11:29	-4	14:11:29	-1.62	14:11:29	-97.2	14:12:06	-10
14:11:30	-4	14:11:30	-1.6	14:11:30	-97.2	14:12:07	-10
14:11:31	-4	14:11:31	-1.58	14:11:31	-97.1	14:12:08	-10
14:11:32	-4	14:11:32	-1.57	14:11:32	-97.1	14:12:09	-10
14:11:33	-4	14:11:33	-1.56	14:11:33	-97.1	14:12:10	-10
14:11:34	-4	14:11:34	-1.55	14:11:34	-97.1	14:12:11	-10
14:11:35	-4	14:11:35	-1.54	14:11:35	-97.1	14:12:12	-10
14:11:36	-4	14:11:36	-1.53	14:11:36	-97.1	14:12:13	-10
14:11:37	-4	14:11:37	-1.52	14:11:37	-97.1	14:12:14	-10
14:11:38	-4	14:11:38	-1.5	14:11:38	-97.1	14:12:15	-10
14:11:39	-4	14:11:39	-1.49	14:11:39	-97.1	14:12:16	-10
14:11:40	-4	14:11:40	-1.48	14:11:40	-97.2	14:12:17	-10
14:11:41	-4	14:11:41	-1.47	14:11:41	-97.1	14:12:18	-10
14:11:42	-4	14:11:42	-1.45	14:11:42	-97.1	14:12:19	-10
14:11:43	-4	14:11:43	-1.44	14:11:43	-97.1	14:12:20	-10
14:11:44	-4	14:11:44	-1.43	14:11:44	-97.2	14:12:21	-10
14:11:45	-4	14:11:45	-1.41	14:11:45	-97.2	14:12:22	-10
14:11:46	-4	14:11:46	-1.4	14:11:46	-97.2	14:12:23	-10
14:11:48	-4	14:11:48	-1.39	14:11:48	-97.2	14:12:24	-10
14:11:49	-4	14:11:49	-1.38	14:11:49	-97.2	14:12:25	-10
14:11:50	-4	14:11:50	-1.37	14:11:50	-97.2	14:12:26	-10
14:11:51	-4	14:11:51	-1.35	14:11:51	-97.2	14:12:27	-10
14:11:52	-4	14:11:52	-1.35	14:11:52	-97.2	14:12:28	-10
14:11:53	-4	14:11:53	-1.33	14:11:53	-97.2	14:12:29	-10
14:11:54	-4	14:11:54	-1.31	14:11:54	-97.2	14:12:30	-10
14:11:55	-4	14:11:55	-1.3	14:11:55	-97.2	14:12:31	-10
14:11:56	-4	14:11:56	-1.29	14:11:56	-97.2	14:12:32	-10
14:11:57	-4	14:11:57	-1.28	14:11:57	-97.2	14:12:33	-10
14:11:58	-4	14:11:58	-1.27	14:11:58	-97.2	14:12:34	-10
14:11:59	-4	14:11:59	-1.25	14:11:59	-97.2	14:12:35	-10
14:12:00	-4	14:12:00	-1.24	14:12:00	-97.2	14:12:36	-10
14:12:01	-4	14:12:01	-1.23	14:12:01	-97.2	14:12:37	-10
14:12:02	-4	14:12:02	-1.21	14:12:02	-97.2	14:12:38	-10
14:12:03	-4	14:12:03	-1.2	14:12:03	-97.2	14:12:39	-10
14:12:04	-4	14:12:04	-1.19	14:12:04	-97.2	14:12:40	-10
14:12:05	-4	14:12:05	-1.18	14:12:05	-97.2	14:12:41	-10
14:12:06	-4	14:12:06	-1.16	14:12:06	-97.2	14:12:42	-10
14:12:07	-4	14:12:07	-1.15	14:12:07	-97.2	14:12:43	-10
14:12:08	-4	14:12:08	-1.13	14:12:08	-97.2	14:12:44	-10
14:12:09	-4	14:12:09	-1.12	14:12:09	-97.2	14:12:45	-10
14:12:10	-4	14:12:10	-1.11	14:12:10	-97.2	14:12:46	-10
14:12:11	-4	14:12:11	-1.1	14:12:11	-97.2	14:12:47	-10
14:12:12	-4	14:12:12	-1.08	14:12:12	-97.2	14:12:48	-10
14:12:13	-4	14:12:13	-1.07	14:12:13	-97.2	14:12:49	-10
14:12:14	-4	14:12:14	-1.06	14:12:14	-97.2	14:12:50	-10
14:12:15	-4	14:12:15	-1.05	14:12:15	-97.2	14:12:51	-10
14:12:16	-4	14:12:16	-1.03	14:12:16	-97.2	14:12:52	-10
14:12:17	-4	14:12:17	-1.02	14:12:17	-97.2	14:12:53	-10
14:12:18	-4	14:12:18	-1	14:12:18	-97.2	14:12:54	-10
14:12:19	-4	14:12:19	-0.99	14:12:19	-97.2	14:12:55	-10
14:12:20	-4	14:12:20	-0.98	14:12:20	-97.2	14:12:56	-10
14:12:21	-4	14:12:21	-0.96	14:12:21	-97.2	14:12:57	-10
14:12:22	-4	14:12:22	-0.95	14:12:22	-97.2	14:12:58	-10
14:12:23	-4	14:12:23	-0.94	14:12:23	-97.2	14:12:59	-10
14:12:24	-4	14:12:24	-0.92	14:12:24	-97.2	14:13:00	-10
14:12:25	-4	14:12:25	-0.91	14:12:25	-97.2	14:13:01	-10
14:12:26	-4	14:12:26	-0.9	14:12:26	-97.2	14:13:02	-10
14:12:27	-4	14:12:27	-0.88	14:12:27	-97.2	14:13:03	-10
14:12:28	-4	14:12:28	-0.87	14:12:28	-97.2	14:13:04	-10
14:12:29	-4	14:12:29	-0.86	14:12:29	-97.2	14:13:05	-10
14:12:30	-4	14:12:30	-0.85	14:12:30	-97.2	14:13:06	-10
14:12:31	-4	14:12:31	-0.83	14:12:31	-97.2	14:13:07	-10
14:12:32	-4	14:12:32	-0.82	14:12:32	-97.2	14:13:08	-10
14:12:33	-4	14:12:33	-0.8	14:12:33	-97.2	14:13:10	-10
14:12:34	-4	14:12:34	-0.79	14:12:34	-97.2	14:13:11	-10
14:12:35	-4	14:12:35	-0.77	14:12:35	-97.2	14:13:12	-10
14:12:36	-4	14:12:36	-0.76	14:12:36	-97.2	14:13:13	-10
14:12:37	-4	14:12:37	-0.75	14:12:37	-97.2	14:13:14	-10
14:12:38	-4	14:12:38	-0.73	14:12:38	-97.2	14:13:15	-10
14:12:39	-4	14:12:39	-0.72	14:12:39	-97.2	14:13:16	-10
14:12:40	-4	14:12:40	-0.7	14:12:40	-97.2	14:13:17	-10
14:12:41	-4	14:12:41	-0.69	14:12:41	-97.2	14:13:18	-10
14:12:42	-4	14:12:42	-0.68	14:12:42	-97.2	14:13:19	-10
14:12:43	-4	14:12:43	-0.67	14:12:43	-97.2	14:13:20	-10
14:12:44	-4	14:12:44	-0.65	14:12:44	-97.2	14:13:21	-10
14:12:45	-4	14:12:45	-0.64	14:12:45	-97.2	14:13:22	-10
14:12:46	-4	14:12:46	-0.62	14:12:46	-97.2	14:13:23	-10
14:12:47	-4	14:12:47	-0.61	14:12:47	-97.2	14:13:24	-10
14:12:48	-4	14:12:48	-0.6	14:12:48	-97.2	14:13:25	-10
14:12:49	-4	14:12:49	-0.58	14:12:49	-97.2	14:13:26	-10
14:12:50	-4	14:12:50	-0.57	14:12:50	-97.2	14:13:27	-10
14:12:51	-4	14:12:51	-0.55	14:12:51	-97.2	14:13:28	-10
14:12:52	-4	14:12:52	-0.54	14:12:52	-97.2	14:13:29	-10
14:12:53	-4	14:12:53	-0.52	14:12:53	-97.1	14:13:30	-10
14:12:54	-4	14:12:54	-0.5	14:12:54	-97.1	14:13:31	-10
14:12:55	-4	14:12:55	-0.49	14:12:55	-97.1	14:13:32	-10
14:12:56	-4	14:12:56	-0.48	14:12:56	-97.1	14:13:33	-10
14:12:57	-4	14:12:57	-0.47	14:12:57	-97.1	14:13:34	-10
14:12:58	-4	14:12:58	-0.45	14:12:58	-97.1	14:13:35	-10
14:12:59	-4	14:12:59	-0.44	14:12:59	-97.1	14:13:36	-10
14:13:00	-4	14:13:00	-0.42	14:13:00	-97.1	14:13:37	-10
14:13:01	-4	14:13:01	-0.42	14:13:01	-97.2	14:13:38	-10
14:13:02	-4	14:13:02	-0.4	14:13:02	-97.1	14:13:39	-10
14:13:03	-4	14:13:03	-0.38	14:13:03	-97.1	14:13:40	-10
14:13:04	-4	14:13:04	-0.37	14:13:04	-97.1	14:13:41	-10
14:13:05	-4	14:13:05	-0.35	14:13:05	-97.1	14:13:42	-10
14:13:06	-4	14:13:06	-0.34	14:13:06	-97.1	14:13:43	-10
14:13:07	-4	14:13:07	-0.33	14:13:07	-97.2	14:13:44	-10
14:13:08	-4	14:13:08	-0.32	14:13:08	-97.2	14:13:45	-10
14:13:10	-4	14:13:10	-0.3	14:13:10	-97.1	14:13:46	-10
14:13:11	-4	14:13:11	-0.29	14:13:11	-97.1	14:13:47	-10
14:13:12	-4	14:13:12	-0.28	14:13:12	-97.1	14:13:48	-10
14:13:13	-4	14:13:13	-0.26	14:13:13	-97.1	14:13:49	-10
14:13:14	-4	14:13:14	-0.25	14:13:14	-97.1	14:13:50	-10
14:13:15	-4	14:13:15	-0.24	14:13:15	-97.1	14:13:51	-10
14:13:16	-4	14:13:16	-0.22	14:13:16	-97.1	14:13:52	-10
14:13:17	-4	14:13:17	-0.21	14:13:17	-97.1	14:13:53	-10
14:13:18	-4	14:13:18	-0.2	14:13:18	-97.1	14:13:54	-10
14:13:19	-4	14:13:19	-0.19	14:13:19	-97.1	14:13:55	-10
14:13:20	-4	14:13:20	-0.17	14:13:20	-97.1	14:13:56	-10
14:13:21	-4	14:13:21	-0.16	14:13:21	-97.1	14:13:57	-10
14:13:22	-4	14:13:22	-0.15	14:13:22	-97.1	14:13:58	-10
14:13:23	-4	14:13:23	-0.13	14:13:23	-97.1	14:13:59	-10
14:13:24	-4	14:13:24	-0.12	14:13:24	-97.1	14:14:00	-10
14:13:25	-4	14:13:25	-0.11	14:13:25	-97.1	14:14:01	-10
14:13:26	-4	14:13:26	-0.1	14:13:26	-97.1	14:14:02	-10
14:13:27	-4	14:13:27	-0.08	14:13:27	-97.1	14:14:03	-10
14:13:28	-4	14:13:28	-0.07	14:13:28	-97.1	14:14:04	-10
14:13:29	-4	14:13:29	-0.06	14:13:29	-97.1	14:14:05	-10
14:13:30	-4	14:13:30	-0.04	14:13:30	-97.1	14:14:06	-10
14:13:31	-4	14:13:31	-0.03	14:13:31	-97.2	14:14:07	-10
14:13:32	-4	14:13:32	-0.02	14:13:32	-97.2	14:14:08	-10
14:13:33	-4	14:13:33	-0.01	14:13:33	-97.1	14:14:09	-10
14:13:34	-4	14:13:34	0.01	14:13:34	-97.1	14:14:10	-10
14:13:35	-4	14:13:35	0.02	14:13:35	-97.1	14:14:11	-10
14:13:36	-4	14:13:36	0.03	14:13:36	-97.2	14:14:12	-10
14:13:37	-4	14:13:37	0.05	14:13:37	-97.2	14:14:13	-10
14:13:38	-4	14:13:38	0.06	14:13:38	-97.1	14:14:14	-10
14:13:39	-4	14:13:39	0.07	14:13:39	-97.1	14:14:15	-10
14:13:40	-4	14:13:40	0.08	14:13:40	-97.2	14:14:16	-10
14:13:41	-4	14:13:41	0.1	14:13:41	-97.1	14:14:17	-10
14:13:42	-4	14:13:42	0.11	14:13:42	-97.2	14:14:18	-10
14:13:43	-4	14:13:43	0.12	14:13:43	-97.2	14:14:19	-10
14:13:44	-4	14:13:44	0.13	14:13:44	-97.1	14:14:20	-10
14:13:45	-4	14:13:45	0.14	14:13:45	-97.1	14:14:21	-10
14:13:46	-4	14:13:46	0.16	14:13:46	-97.2	14:14:22	-10
14:13:47	-4	14:13:47	0.17	14:13:47	-97.2	14:14:23	-10
14:13:48	-4	14:13:48	0.18	14:13:48	-97.2	14:14:24	-10
14:13:49	-4	14:13:49	0.19	14:13:49	-97.2	14:14:25	-10
14:13:50	-4	14:13:50	0.21	14:13:50	-97.2	14:14:26	-10
14:13:51	-4	14:13:51	0.22	14:13:51	-97.2	14:14:27	-10
14:13:52	-4	14:13:52	0.23	14:13:52	-97.2	14:14:28	-10
14:13:53	-4	14:13:53	0.25	14:13:53	-97.2	14:14:29	-10
14:13:54	-4	14:13:54	0.26	14:13:54	-97.2	14:14:30	-10
14:13:55	-4	14:13:55	0.27	14:13:55	-97.2	14:14:31	-10
14:13:56	-4	14:13:56	0.28	14:13:56	-97.2	14:14:32	-10
14:13:57	-4	14:13:57	0.29	14:13:57	-97.2	14:14:33	-10
14:13:58	-4	14:13:58	0.31	14:13:58	-97.2	14:14:34	-10
14:13:59	-4	14:13:59	0.32	14:13:59	-97.2	14:14:35	-10
14:14:00	-4	14:14:00	0.33	14:14:00	-97.2	14:14:37	-10
14:14:01	-4	14:14:01	0.34	14:14:01	-97.2	14:14:38	-10
14:14:02	-4	14:14:02	0.35	14:14:02	-97.2	14:14:39	-10
14:14:03	-4	14:14:03	0.37	14:14:03	-97.2	14:14:40	-10
14:14:04	-4	14:14:04	0.38	14:14:04	-97.2	14:14:41	-10
14:14:05	-4	14:14:05	0.39	14:14:05	-97.2	14:14:42	-10
14:14:06	-4	14:14:06	0.4	14:14:06	-97.2	14:14:43	-10
14:14:07	-4	14:14:07	0.41	14:14:07	-97.2	14:14:44	-10
14:14:08	-4	14:14:08	0.43	14:14:08	-97.2	14:14:45	-10
14:14:09	-4	14:14:09	0.44	14:14:09	-97.2	14:14:46	-10
14:14:10	-4	14:14:10	0.45	14:14:10	-97.2	14:14:47	-10
14:14:11	-4	14:14:11	0.46	14:14:11	-97.2	14:14:48	-10
14:14:12	-4	14:14:12	0.47	14:14:12	-97.2	14:14:49	-10
14:14:13	-4	14:14:13	0.49	14:14:13	-97.2	14:14:50	-10
14:14:14	-4	14:14:14	0.5	14:14:14	-97.2	14:14:51	-10
14:14:15	-4	14:14:15	0.51	14:14:15	-97.2	14:14:52	-10
14:14:16	-4	14:14:16	0.52	14:14:16	-97.2	14:14:53	-10
14:14:17	-4	14:14:17	0.53	14:14:17	-97.2	14:14:54	-10
14:14:18	-4	14:14:18	0.54	14:14:18	-97.2	14:14:55	-10
14:14:19	-4	14:14:19	0.56	14:14:19	-97.2	14:14:56	-10
14:14:20	-4	14:14:20	0.57	14:14:20	-97.2	14:14:57	-10
14:14:21	-4	14:14:21	0.58	14:14:21	-97.2	14:14:58	-10
14:14:22	-4	14:14:22	0.59	14:14:22	-97.2	14:14:59	-10
14:14:23	-4	14:14:23	0.6	14:14:23	-97.2	14:15:00	-10
14:14:24	-4	14:14:24	0.62	14:14:24	-97.2	14:15:01	-10
14:14:25	-4	14:14:25	0.63	14:14:25	-97.2	14:15:02	-10
14:14:26	-4	14:14:26	0.64	14:14:26	-97.2	14:15:03	-10
14:14:27	-4	14:14:27	0.65	14:14:27	-97.2	14:15:04	-10
14:14:28	-4	14:14:28	0.66	14:14:28	-97.2	14:15:05	-10
14:14:29	-4	14:14:29	0.67	14:14:29	-97.2	14:15:06	-10
14:14:30	-4	14:14:30	0.68	14:14:30	-97.2	14:15:07	-10
14:14:31	-4	14:14:31	0.7	14:14:31	-97.2	14:15:08	-10
14:14:32	-4	14:14:32	0.71	14:14:32	-97.2	14:15:09	-10
14:14:33	-4	14:14:33	0.72	14:14:33	-97.2	14:15:10	-10
14:14:34	-4	14:14:34	0.73	14:14:34	-97.2	14:15:11	-10
14:14:35	-4	14:14:35	0.74	14:14:35	-97.2	14:15:12	-10
14:14:37	-4	14:14:37	0.76	14:14:37	-97.2	14:15:13	-10
14:14:38	-4	14:14:38	0.77	14:14:38	-97.2	14:15:14	-10
14:14:39	-4	14:14:39	0.78	14:14:39	-97.2	14:15:15	-10
14:14:40	-4	14:14:40	0.79	14:14:40	-97.2	14:15:16	-10
14:14:41	-4	14:14:41	0.8	14:14:41	-97.2	14:15:17	-10
14:14:42	-4	14:14:42	0.81	14:14:42	-97.2	14:15:18	-10
14:14:43	-4	14:14:43	0.82	14:14:43	-97.2	14:15:19	-10
14:14:44	-4	14:14:44	0.84	14:14:44	-97.2	14:15:20	-10
14:14:45	-4	14:14:45	0.85	14:14:45	-97.2	14:15:21	-10
14:14:46	-4	14:14:46	0.86	14:14:46	-97.2	14:15:22	-10
14:14:47	-4	14:14:47	0.87	14:14:47	-97.2	14:15:23	-10
14:14:48	-4	14:14:48	0.88	14:14:48	-97.2	14:15:24	-10
14:14:49	-4	14:14:49	0.89	14:14:49	-97.2	14:15:25	-10
14:14:50	-4	14:14:50	0.91	14:14:50	-97.2	14:15:26	-10
14:14:51	-4	14:14:51	0.92	14:14:51	-97.2	14:15:27	-10
14:14:52	-4	14:14:52	0.93	14:14:52	-97.2	14:15:28	-10
14:14:53	-4	14:14:53	0.94	14:14:53	-97.2	14:15:29	-10
14:14:54	-4	14:14:54	0.95	14:14:54	-97.2	14:15:30	-10
14:14:55	-4	14:14:55	0.96	14:14:55	-97.2	14:15:31	-10
14:14:56	-4	14:14:56	0.97	14:14:56	-97.2	14:15:32	-10
14:14:57	-4	14:14:57	0.98	14:14:57	-97.2		
14:14:58	-4	14:14:58	0.99	14:14:58	-97.2		
14:14:59	-4	14:14:59	1	14:14:59	-97.2		
14:15:00	-4	14:15:00	1.01	14:15:00	-97.2		
14:15:01	-4	14:15:01	1.02	14:15:01	-97.2		
14:15:02	-4	14:15:02	1.04	14:15:02	-97.1		
14:15:03	-4	14:15:03	1.05	14:15:03	-97.2		
14:15:04	-4	14:15:04	1.06	14:15:04	-97.2		
14:15:05	-4	14:15:05	1.07	14:15:05	-97.2		
14:15:06	-4	14:15:06	1.08	14:15:06	-97.1		
14:15:07	-4	14:15:07	1.1	14:15:07	-97.1		
14:15:08	-4	14:15:08	1.1	14:15:08	-97.2		
14:15:09	-4	14:15:09	1.11	14:15:09	-97.2		
14:15:10	-4	14:15:10	1.13	14:15:10	-97.1		
14:15:11	-4	14:15:11	1.14	14:15:11	-97.1		
14:15:12	-4	14:15:12	1.14	14:15:12	-97.2		
14:15:13	-4	14:15:13	1.16	14:15:13	-97.1		
14:15:14	-4	14:15:14	1.17	14:15:14	-97.1		
14:15:15	-4	14:15:15	1.18	14:15:15	-97.1		
14:15:16	-4	14:15:16	1.19	14:15:16	-97.2		
14:15:17	-4	14:15:17	1.2	14:15:17	-97.2		
14:15:18	-4	14:15:18	1.21	14:15:18	-97.2		
14:15:19	-4	14:15:19	1.22	14:15:19	-97.2		
14:15:20	-4	14:15:20	1.24	14:15:20	-97.2		
14:15:21	-4	14:15:21	1.25	14:15:21	-97.2		
14:15:22	-4	14:15:22	1.26	14:15:22	-97.2		
14:15:23	-4	14:15:23	1.27	14:15:23	-97.2		
14:15:24	-4	14:15:24	1.28	14:15:24	-97.2		
14:15:25	-4	14:15:25	1.29	14:15:25	-97.2		
14:15:26	-4	14:15:26	1.3	14:15:26	-97.2		
14:15:27	-4	14:15:27	1.31	14:15:27	-97.2		
14:15:28	-4	14:15:28	1.32	14:15:28	-97.2		
14:15:29	-4	14:15:29	1.33	14:15:29	-97.2		
14:15:30	-4	14:15:30	1.34	14:15:30	-97.2		
14:15:31	-4	14:15:31	1.36	14:15:31	-97.2		
14:15:32	-4	14:15:32	1.37	14:15:32	-97.2		
